code,wind_code,name,date,time,price,volume,turover,match_items,interest,trade_flag,bs_flag,accvolume,accturover,high,low,open,pre_close,ask10,ask9,ask8,ask7,ask6,ask5,ask4,ask3,ask2,ask1,bid1,bid2,bid3,bid4,bid5,bid6,bid7,bid8,bid9,bid10,asize10,asize9,asize8,asize7,asize6,asize5,asize4,asize3,asize2,asize1,bsize1,bsize2,bsize3,bsize4,bsize5,bsize6,bsize7,bsize8,bsize9,bsize10,ask_av_price,bid_av_price,total_ask_volume,total_bid_volume
000935,000935.SZ,四川双马,20160923,84830000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91500000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91509000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779023,1784400,1784400,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91518000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737863,1831600,1831600,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91527000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748763,1820700,1820700,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91536000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711363,1858800,1858800,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91545000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684063,1887800,1887800,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91554000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604463,1968400,1968400,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91603000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601163,1981500,1981500,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91612000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564563,2018800,2018800,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91621000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414963,2172300,2172300,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91630000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393163,2197300,2197300,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91639000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371863,2223200,2223200,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91648000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327163,2277300,2277300,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91657000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313563,2293400,2293400,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91706000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270463,2330000,2330000,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91715000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232663,2373700,2373700,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91724000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231460,2376900,2376900,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91733000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197960,2412300,2412300,0,0,0,0,0,0,0,0,0,0,0,0,0
000935,000935.SZ,四川双马,20160923,91742000,0,0,0,0,0,0,32,0,0,0,0,0,219100,0,0,0,0,0,0,0,0,0,240200,240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138460,2472900,2472900,0,0,0,0,0,0,0,0,0,0,0,0,0
